고유번호,문법번호,영어예문,번역문,질문,관련문,참조문,출처
762,10205020400,"""Twenty francs.""","""20프랑, 그 돈이면 충분하겠지요?""","""Twenty francs""이 [20프랑]과 같이 금액으로 번역이 되었습니까?",,,문법책-맨투맨
763,10205020400,"""I have only five cents.""","""저는 단지 5센트밖에 없는데요.""","""five cents""이 [5센트]와 같이 금액으로 번역이 되었습니까?",,,문법책-맨투맨
764,10205030100,"The speed of light is roughly 186,000 miles a second!","빛의 속도는 대략 1초당 186,000마일이다.","""a ""가 [~당]으로 ""per""의 의미로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
765,10205030100,I pay him seventy dollars a week.,나는 1주일마다 70달러를 그에게 지불한다.,"""a week""가 [1주일마다]로, 배분의 의미를 나타내도록 번역되었습니까?",,,문법책-Hornby
766,10205030100,The company reported earnings of two dollars a share.,그 회사는 1주당 2달러의 이익을 보고했다.,"“two dollars a share""가 [1주당 2달러]라는 의미로 번역되었습니까?",,,문법책-Hornby
767,10205030100,We will pay seven hundred yen an hour.,우리는 1시간마다 70엔을 지불할 것입니다.,"""an hour""이 [1시간마다]로, 배분의 의미를 나타내도록 번역되었습니까?",,,문법책-Hornby
768,10205030100,Fifty dollars a week is a small sum to him.,일주일에 50달러는 그에게는 적은 액수이다.,"""a week""가 [일주일에]의 의미로 번역되었습니까?",,,문법책-Hornby
769,10205030100,"The gasoline costs 2,000 won a liter.",그 개솔린은 리터당 2000원이다.,"""2,000 won a liter""가 [리터당 2000원]으로, 번역이 되었습니까?",,,문법책-맨투맨
770,10205030200,"Oil production will be raised by 11,00 barrels a day.",석유 생산은 하루 1100베럴씩 증가할 것이다.,"""by""가 [씩]으로, 단위를 나타내도록 번역되었습니까?",,,문법책-Hornby
771,10205030200,The Government decided to raise night telephone rates by 2 cents.,정부는 야간 전화요금을 2센트 비싸게 하는 것으로 정했다.,"""by two cents""가 [2센트∼하다]로, 변화량을 나타내는 표현으로 번역되었습니까?",,,문법책-Hornby
772,10205030300,"The sun is 8,000 times as far away.","태양은 8,000배나 떨어져 있다.","""8,000 times""가 [8000배]로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
773,10205030300,She had two times as many books as I expected.,그녀는 내가 예상했던 것보다 2배의 양의 책을 가지고 있었다.,[내가 예상했던 수의 2배]의 의미로 번역되었습니까?,,,문법책-Hornby
774,10205030300,Profits have grown fifty-fold from ten years ago.,이익은 10년 전에 비교해 50배가 되었다.,"""fifty-fold""가 [50배]의 의미로 번역되었습니까?",,,문법책-Hornby
775,10205030300,This is ten times as large as that.,이것은 넓이가 저것의 10배이다.,"""ten times as large as that""이 [넓이가 그것의 10배]로, 배수의 표현으로 번역이 되었습니까?",,,문법책-맨투맨
776,10205030400,"Among the 10 men who were in the car, 7 have died.",그 차에 타고 있던 10명 중 7명이 죽었다.,[10명 중 7명이 죽었다]의 의미로 번역되었습니까?,,,문법책-Hornby
777,10205030400,"""Five out of six who undergo this operation die, but as for you, you have nothing to worry about.""","""이 수술을 받은 6명중 5명은 사망합니다만, 당신에 관해서는 걱정할 것이 없습니다.""","""Five out of six""이[6명중 5명]으로, 번역이 되었습니까?",,,문법책-맨투맨
778,10205030500,The third thing to do was to mix up these stuff.,"3번째로 해야할 일은, 이들 재료를 잘 섞는 일이었다.","""Third thing to do""가 [3번째로 해야 할 일]의 의미로 번역되었습니까?",,,문법책-Hornby
779,10205030500,It was described in the 7th letter I received.,그것은 내가 7번째로 받은 편지에 쓰여 있었다.,"""7th""가 [7번째로]로, 횟수로서 해석할 수 있도록 번역되었습니까?",,,문법책-Hornby
780,10205030500,The janitor found him helpless with pain on the morning of the first day in his room downstairs.,첫째 날 아침 아래층에 있는 자기 방에서 고통 때문에 어찌할 수도 없게 된  그를 수위가 발견했어.,"""the first day""이 [첫째날]로,  번역이 되었습니까?",,,문법책-맨투맨
781,10205030500,They went to the second painter's house.,그들은 두번째 화가의 집으로 갔다.,"""the second painter's house""이 [두번째 화가의 집]이라는 의미로, 번역이 되었습니까?",,,문법책-맨투맨
782,10205030500,My third marriage was to a preacher and now I'm married to an undertaker.,"나의 세번째 결혼은 전도사와 결혼이었는데, 지금은 장의사 주인과 결혼 생활을 하고 있어.","""third marriage""이 [세번째 결혼]으로, 번역이 되었습니까?",,,문법책-맨투맨
783,10205030600,Two times three makes six.,2 곱하기 3은 6이다.,[2×3=6]의 의미로 번역되었습니까?,,,문법책-Hornby
784,10205030800,A bottle of rice wine and a couple of bowls were put on it.,막걸리 한 병과 대접 서너 개가 그 위에 놓여졌다.,"""a couple of""가 [서너~]로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
785,10205030800,He could see the great herd of cattle that had been rounded up to be taken to the nearest railroad.,그는 근처 가장 가까운 철도역으로 데려가기 위해서 모아들인 많은 소 떼를 볼 수 있었다.,"""the great herd of cattle""가 [많은 소떼]로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
786,10205030800,He poured a handful of coins into his grandmother's lap.,그는 할머니의 무릎에다 동전을 한 움큼 쏟아 놓았다.,"""a handful of coins""가 [동전한움큼]으로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
787,10205030800,I bought a cake of soap.,나는 비누를 한 개 샀다.,"""a cake of""가 [한 개]로 , 비누의 수를 나타내도록 번역되었습니까?",,,문법책-Hornby
788,10205030800,He has two pairs of trousers.,그는 바지를 두벌 가지고 있다.,"""two pairs of""가 [두벌]로, 바지의 수가 2개라는 것을 나타내도록 번역되었습니까?",,,문법책-Hornby
789,10205030900,Two thirds of them are students.,그들의 3분의 2는 학생이다.,"""Two thirds""가 [3분의 2]라고 하는 의미로 번역되었습니까?",,,문법책-Hornby
790,10205030900,Two-thirds of the apples were bad.,사과들중 3분의2는 상했다.,"""Two-thirds""이 [3분의 2]와 같이 분수로  번역이 되었습니까?",,,문법책-성문기본
791,10205030900,Two-fourths of the land was uncultivated.,그땅의 4분의 2는 경작되지 않았다.,"""Two-fourths""이 [4분의 2]와 같이 분수로  번역이 되었습니까?",,,문법책-성문기본
792,10301010100,Have these stories ended?,이들 이야기는 끝났는가?,"""have""가 조동사로 인정되며 의문문으로 번역되었습니까?",,,문법책-Hornby
793,10301010100,Or does it suggest a vision of a restful dream world?,아니면 그것이 혹시 평온한 꿈의 세계에 대한 환상을 암시하는가?,문장이 [~합니까?]와 같이 의문문으로 번역이 되었습니까?,,,영어교과서-고교ii-a-1
794,10301010100,Do you like apples?,당신은 사과를 좋아합니까?,[좋아합니까]로 의문문으로 번역되었습니까?,,,문법책-Hornby
795,10301010100,Can a cat swim?,고양이는 헤엄칠 수 있습니까?,[할 수 있습니까]로 의문문으로 번역되었습니까?,,,문법책-Hornby
796,10301010100,Is he a boy?,그는 소년입니까?,[소년입니까]로 의문문으로 번역되었습니까?,,,문법책-Hornby
797,10301010100,Have you finished your dinner?,저녁을 끝냈습니까?,[끝냈습니까]로 완료를 나타내는 의문문으로 번역되었습니까?,,,문법책-Hornby
798,10301010100,"A sailor came up to him and said, ""Are you strange here?""","한 선원이 그에게 다가와서 ""당신은 여기가 처음인가요?""하고 말했다."," ""Are you strange here?"" [ ""당신은 여기가 처음인가요?""]로 관용표현처럼 번역이 되었습니까?",,,문법책-맨투맨
799,10301010100,"Asked the first one, ""Have you managed to live a well-planned life?""","""넌 계획적인 인생을 살아왔니?""하고 첫번째 여인이 물었다."," ""Have you managed to live a well-planned life?""이 [~인생을 살아왔니]로 의문문으로 번역이 되었습니까?",,,문법책-맨투맨
800,10301010201,What else could I do?,그밖에 달리 내가 무엇을 할 수 있었겠습니까?,"""what else""가 ""do""의 목적어로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
801,10301010201,What happened in your taxi?,택시에서 무슨 일이 있었습니까?,"""what""이 의문대명사로 주어로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
802,10301010201,What happens in the poem?,이 시에서는 어떤 일이 일어나고 있는가?,"""what""이 주어로 [어떤일]로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
803,10301010201,What is poetry?,시란 무엇인가?,"""what""이 의문대명사로 ""poetry""의 보어로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
804,10301010201,What did you do yesterday?,당신은 어제 무엇을 했습니까?,"""what""이 [무엇을]로, 동사 [했습니다]의 대상격을 묻는 의문문으로 번역되었습니까?",,,문법책-Hornby
805,10301010202,And what affairs are the most important?,"그리고 무슨 일이 가장 중요한 것입니까?""","""what affair""가 [무슨일]로 ""what""이 의문형용사로 번역되었습니까?",,,영어교과서-고교ii-a-1
806,10301010202,What kind of stamp?,무슨 우표인데요?,"""what""이 [어떤]으로 ""kind""를 수식하는 의문형용사로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
807,10301010202,What fish is this?,이것은 뭐라고 하는 물고기입니까?,"[뭐라고 하는 물고기입니까]로, 물고기의 종류를 묻는 의문문으로 번역되었습니까?",,,문법책-Hornby
808,10301010202,Whose son did she marry?,그녀는 누구의 아들과 결혼했습니까?,[누구의 아들]임을 묻는 의문문으로 번역되었습니까?,,,문법책-Hornby
809,10301010203,"""How did they get out?""","말들이 어떻게 나갔지?""","""how""가 [어떻게]로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
810,10301010203,When did a man first cross the channel between England and France by air?,사람은 언제 영국과 프랑스 사이의 해협을 공중으로 처음 횡단했었나?,"""when""이 [언제]로 의문부사로 번역이 되었습니까?",,,영어교과서-고교ii-a-1
811,10301010203,Where do you come from?,당신은 어디에서 오는가?,"[어디에서]로, 오기 전에 있던 장소나 출신지를 묻는 의문문으로 번역되었습니까?",,,문법책-Hornby
812,10301010203,"""How much would you give me for it?""","""당신은 그 값을 얼마나 주시겠어요?""","""How much"" [얼마나 많이]로, 값을 묻는 표현으로 번역이 되었습니까?",,,문법책-맨투맨
813,10301010203,"""How about this one?""","""이 참외는 어때?""","""How about""이 [~하는게 어때]로, 제안의 표현으로 번역이 되었습니까?",,,문법책-맨투맨
814,10301010204,Shaw asked:'What if the  child inherits my body and your brains?,만일 그 아이가  내 육체에다가 당신의 두뇌를 물려받는다면 어떻게 될까요?' 하고 쇼가 물었다.,"""What if"" [~한다면 어떻게 될까요]의 의미로 번역이 되었습니까?",,,문법책-맨투맨
815,10301010204,"""Why not step into my cave and we'll talk this thing over?""","""내 굴 속에 들어가서 우리가 이 문제를 의논해 보는 게 어때요?""","""why not~""이 [~하는게 어때요]로, 번역이 되었습니까?",,,문법책-맨투맨
816,10301010204,"""If all the accidents happen to the last coach, why don't they leave it off?"""," ""만일 모든 사고가 맨 마지막 칸에서 발생한다면, 그 마지막 칸을 떼어버리는 게 어때요?"".","""why don`t~ ""가[~하는게 어때요]로 번역이 되었습니까?",,,문법책-맨투맨
